date,name_ta_rep,province_rep,city_rep,school_rep,repeat_index,name_first_learner,name_second_learner,name_full,letters_correct_a1,letters_correct,submission_date,assessment_phase
3/19/25,Ta 51,,Port Elizabeth,School 157,6,a,b,Learner 5534,30,30,3/19/25,Initial
3/19/25,Ta 51,,Port Elizabeth,School 157,5,a,b,Learner 3731,36,36,3/19/25,Initial
3/19/25,Ta 51,,Port Elizabeth,School 157,9,a,b,Learner 296,40,40,3/19/25,Initial
3/19/25,Ta 51,,Port Elizabeth,School 157,2,a,b,Learner 8250,41,41,3/19/25,Initial
3/19/25,Ta 51,,Port Elizabeth,School 157,4,a,b,Learner 5821,42,42,3/19/25,Initial
3/19/25,Ta 51,,Port Elizabeth,School 157,7,a,b,Learner 3539,45,45,3/19/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,6,a,b,Learner 2252,0,0,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,9,a,b,Learner 5090,4,4,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,5,a,b,Learner 3092,5,5,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,7,a,b,Learner 7625,5,5,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,10,a,b,Learner 5638,6,6,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,1,a,b,Learner 704,6,6,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,8,a,b,Learner 3850,7,7,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 196,9,9,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,4,a,b,Learner 2782,13,13,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,11,a,b,Learner 5655,17,17,3/13/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 4573,36,36,3/13/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,7,a,b,Learner 1190,0,0,3/17/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 1807,0,0,3/13/25,Initial
3/19/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 4157,0,0,3/19/25,Initial
3/19/25,Ta 387,,Gqeberha,School 158,1,a,b,Learner 423,0,0,3/19/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,8,a,b,Learner 4598,0,0,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,5,a,b,Learner 5438,0,0,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,7,a,b,Learner 6739,0,0,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,1,a,b,Learner 7127,0,0,3/18/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,14,a,b,Learner 7240,0,0,3/17/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,6,a,b,Learner 746,0,0,3/17/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,9,a,b,Learner 7717,0,0,3/17/25,Initial
3/12/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 6722,1,1,3/12/25,Initial
3/12/25,Ta 387,,Gqeberha,School 158,4,a,b,Learner 6669,2,2,3/12/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,4,a,b,Learner 7886,3,3,3/17/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,4,a,b,Learner 8264,3,3,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,6,a,b,Learner 2859,4,4,3/18/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 6426,4,4,3/17/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,12,a,b,Learner 122,5,5,3/17/25,Initial
3/13/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 125,5,5,3/13/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,11,a,b,Learner 3692,5,5,3/17/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 4140,5,5,3/18/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,10,a,b,Learner 4448,5,5,3/17/25,Initial
3/12/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 3402,6,6,3/12/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,1,a,b,Learner 5588,6,6,3/17/25,Initial
3/19/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 7598,6,6,3/19/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 2827,7,7,3/18/25,Initial
3/12/25,Ta 387,,Gqeberha,School 158,1,a,b,Learner 3613,7,7,3/12/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,1,a,b,Learner 6254,7,7,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,3,a,b,Learner 7622,7,7,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,9,a,b,Learner 1419,8,8,3/18/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,4,a,b,Learner 1662,8,8,3/18/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,13,a,b,Learner 3891,8,8,3/17/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,15,a,b,Learner 775,9,9,3/17/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,5,a,b,Learner 771,11,11,3/17/25,Initial
3/18/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 3320,12,12,3/18/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,2,a,b,Learner 4694,13,13,3/17/25,Initial
3/17/25,Ta 387,,Gqeberha,School 158,8,a,b,Learner 8031,16,16,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,2,a,b,Learner 2564,0,0,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,13,a,b,Learner 2950,0,0,3/17/25,Initial
3/14/25,Ta 146,,Gqeberha,School 158,1,a,b,Learner 6010,1,1,3/14/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,1,a,b,Learner 138,2,2,3/18/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,9,a,b,Learner 3429,3,3,3/17/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,11,a,b,Learner 3740,3,3,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,5,a,b,Learner 619,3,3,3/13/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,3,a,b,Learner 8070,3,3,3/18/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,8,a,b,Learner 3463,4,4,3/17/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,8,a,b,Learner 4631,4,4,3/18/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,2,a,b,Learner 6028,4,4,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,10,a,b,Learner 7675,4,4,3/13/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,8,a,b,Learner 3737,5,5,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,4,a,b,Learner 4173,5,5,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,8,a,b,Learner 5465,5,5,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,14,a,b,Learner 603,5,5,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,11,a,b,Learner 7456,5,5,3/13/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,9,a,b,Learner 776,5,5,3/13/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,7,a,b,Learner 151,6,6,3/18/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,7,a,b,Learner 3734,6,6,3/13/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,4,a,b,Learner 6506,7,7,3/18/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,3,a,b,Learner 7163,7,7,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,7,a,b,Learner 136,8,8,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,4,a,b,Learner 1711,8,8,3/13/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,1,a,b,Learner 1842,8,8,3/12/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,6,a,b,Learner 4517,8,8,3/18/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,4,a,b,Learner 5374,8,8,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,10,a,b,Learner 5608,8,8,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,2,a,b,Learner 42,9,9,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,5,a,b,Learner 4452,9,9,3/17/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,6,a,b,Learner 7579,9,9,3/13/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,6,a,b,Learner 7141,10,10,3/13/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,5,a,b,Learner 714,11,11,3/13/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,6,a,b,Learner 725,11,11,3/12/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,3,a,b,Learner 8063,11,11,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,1,a,b,Learner 5418,12,12,3/17/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,12,a,b,Learner 7070,12,12,3/17/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,5,a,b,Learner 3426,13,13,3/12/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,7,a,b,Learner 2125,14,14,3/12/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,3,a,b,Learner 1958,15,15,3/12/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,1,a,b,Learner 4138,17,17,3/13/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,2,a,b,Learner 1969,18,18,3/12/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,9,a,b,Learner 3849,20,20,3/13/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,7,a,b,Learner 3531,22,22,3/13/25,Initial
3/17/25,Ta 145,,Gqeberha,School 158,6,a,b,Learner 1901,25,25,3/17/25,Initial
3/12/25,Ta 145,,Gqeberha,School 158,4,a,b,Learner 7148,25,25,3/12/25,Initial
3/18/25,Ta 146,,Gqeberha,School 158,5,a,b,Learner 2778,27,27,3/18/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,1,a,b,Learner 7596,38,38,3/13/25,Initial
3/13/25,Ta 145,,Gqeberha,School 158,10,a,b,Learner 149,50,50,3/13/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,16,a,b,Learner 179,0,0,3/13/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,10,a,b,Learner 1794,0,0,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,6,a,b,Learner 182,0,0,3/19/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,5,a,b,Learner 186,0,0,3/19/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,15,a,b,Learner 2108,0,0,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,10,a,b,Learner 2171,0,0,3/19/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,3,a,b,Learner 23,0,0,3/13/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,5,a,b,Learner 2547,0,0,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,12,a,b,Learner 2771,0,0,3/19/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,7,a,b,Learner 3228,0,0,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,9,a,b,Learner 3255,0,0,3/19/25,Initial
3/17/25,Ta 47,,Gqeberha,School 158,2,a,b,Learner 3365,,0,3/17/25,Initial
3/17/25,Ta 47,,Gqeberha,School 158,4,a,b,Learner 3960,0,0,3/17/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,1,a,b,Learner 4136,0,0,3/13/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,4,a,b,Learner 5681,17,0,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,13,a,b,Learner 593,0,0,3/19/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,3,a,b,Learner 6330,0,0,3/19/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,11,a,b,Learner 6930,0,0,3/19/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,13,a,b,Learner 747,0,0,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,2,a,b,Learner 7658,0,0,3/19/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,8,a,b,Learner 7681,0,0,3/19/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,1,a,b,Learner 976,0,0,3/19/25,Initial
3/12/25,Ta 47,,Gqeberha,School 158,2,a,b,Learner 3254,1,1,3/12/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,12,a,b,Learner 333,,1,3/13/25,Initial
3/12/25,Ta 47,,Gqeberha,School 158,7,a,b,Learner 3691,1,1,3/12/25,Initial
3/17/25,Ta 47,,Gqeberha,School 158,5,a,b,Learner 116,2,2,3/17/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,11,a,b,Learner 1459,2,2,3/13/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,6,a,b,Learner 2033,2,2,3/13/25,Initial
3/17/25,Ta 47,,Gqeberha,School 158,3,a,b,Learner 2883,14,2,3/17/25,Initial
3/12/25,Ta 47,,Gqeberha,School 158,6,a,b,Learner 5622,4,4,3/12/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,4,a,b,Learner 2713,6,6,3/19/25,Initial
3/12/25,Ta 47,,Gqeberha,School 158,9,a,b,Learner 8039,37,6,3/12/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,9,a,b,Learner 5498,7,7,3/13/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,2,a,b,Learner 3628,9,9,3/13/25,Initial
3/12/25,Ta 47,,Gqeberha,School 158,4,a,b,Learner 2702,30,10,3/12/25,Initial
3/17/25,Ta 47,,Gqeberha,School 158,1,a,b,Learner 1254,12,12,3/17/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,8,a,b,Learner 6613,34,34,3/13/25,Initial
3/19/25,Ta 47,,Gqeberha,School 158,7,a,b,Learner 5976,37,37,3/19/25,Initial
3/13/25,Ta 47,,Gqeberha,School 158,14,a,b,Learner 7180,,,3/13/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,6,a,b,Learner 1042,0,0,3/13/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,7,a,b,Learner 1391,0,0,3/13/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,4,a,b,Learner 219,0,0,3/17/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,11,a,b,Learner 229,0,0,3/13/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,6,a,b,Learner 2432,1,0,3/12/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,10,a,b,Learner 29,0,0,3/12/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,5,a,b,Learner 4742,0,0,3/13/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,4,a,b,Learner 5343,0,0,3/13/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,3,a,b,Learner 634,0,0,3/12/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,8,a,b,Learner 6784,0,0,3/12/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,3,a,b,Learner 7008,0,0,3/17/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,5,a,b,Learner 7166,0,0,3/17/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,1,a,b,Learner 7390,0,0,3/17/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,7,a,b,Learner 7427,0,0,3/13/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,6,a,b,Learner 7973,0,0,3/17/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,1,a,b,Learner 8173,2,0,3/17/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,2,a,b,Learner 1251,1,1,3/13/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,2,a,b,Learner 1521,1,1,3/17/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,3,a,b,Learner 572,1,1,3/13/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,4,a,b,Learner 5999,1,1,3/13/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,2,a,b,Learner 6180,1,1,3/13/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,6,a,b,Learner 6746,1,1,3/13/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,7,a,b,Learner 7489,1,1,3/12/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,13,a,b,Learner 891,1,1,3/13/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,3,a,b,Learner 181,1,2,3/13/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,4,a,b,Learner 2280,2,2,3/12/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,9,a,b,Learner 3621,2,2,3/13/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,8,a,b,Learner 5856,2,2,3/13/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,9,a,b,Learner 6299,2,2,3/12/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,5,a,b,Learner 8191,2,2,3/12/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,1,a,b,Learner 1982,1,3,3/12/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,11,a,b,Learner 3310,3,3,3/12/25,Initial
3/17/25,Ta 408,,Gqeberha,School 159,2,a,b,Learner 5734,3,3,3/17/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,5,a,b,Learner 5755,0,3,3/13/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,12,a,b,Learner 75,3,3,3/13/25,Initial
3/12/25,Ta 408,,Gqeberha,School 159,12,a,b,Learner 1839,4,4,3/12/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,1,a,b,Learner 5977,5,5,3/13/25,Initial
3/13/25,Ta 405,,Gqeberha,School 159,10,a,b,Learner 7474,5,5,3/13/25,Initial
3/13/25,Ta 408,,Gqeberha,School 159,1,a,b,Learner 120,15,15,3/13/25,Initial
3/20/25,Ta 125,,Bereaville,School 16,1,a,b,Learner 7764,4,4,3/20/25,Initial
3/20/25,Ta 125,,Bereaville,School 16,2,a,b,Learner 8237,10,10,3/20/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,7,a,b,Learner 1305,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,22,a,b,Learner 1672,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,8,a,b,Learner 2324,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,5,a,b,Learner 2664,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,9,a,b,Learner 4646,8,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,23,a,b,Learner 6726,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,15,a,b,Learner 7084,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,11,a,b,Learner 8242,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,25,a,b,Learner 931,0,0,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,12,a,b,Learner 417,2,2,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,14,a,b,Learner 6077,2,2,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,10,a,b,Learner 7304,2,2,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,4,a,b,Learner 3027,3,3,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,1,a,b,Learner 7000,3,3,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,13,a,b,Learner 3165,4,4,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,21,a,b,Learner 486,4,4,3/12/25,Initial
3/11/25,Ta 72,,Gqeberha,School 160,1,a,b,Learner 3159,5,5,3/11/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,16,a,b,Learner 6704,9,9,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,24,a,b,Learner 834,9,9,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,3,a,b,Learner 1282,13,13,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,17,a,b,Learner 6419,13,13,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,2,a,b,Learner 7476,13,13,3/12/25,Initial
3/11/25,Ta 72,,Gqeberha,School 160,2,a,b,Learner 5414,15,15,3/11/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,6,a,b,Learner 97,17,17,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,18,a,b,Learner 5166,20,20,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,20,a,b,Learner 5440,22,22,3/12/25,Initial
3/12/25,Ta 71,,Port Elizabeth,School 160,19,a,b,Learner 7670,31,31,3/12/25,Initial
3/11/25,Ta 121,,Gqeberha,School 160,5,a,b,Learner 5995,0,0,3/11/25,Initial
3/11/25,Ta 121,,Gqeberha,School 160,4,a,b,Learner 6161,0,0,3/11/25,Initial
3/11/25,Ta 121,,Gqeberha,School 160,3,a,b,Learner 4876,1,1,3/11/25,Initial
3/11/25,Ta 121,,Gqeberha,School 160,2,a,b,Learner 5721,3,3,3/11/25,Initial
3/11/25,Ta 121,,Gqeberha,School 160,1,a,b,Learner 6762,4,4,3/11/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,16,a,b,Learner 1261,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,10,a,b,Learner 2172,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,14,a,b,Learner 3067,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,29,a,b,Learner 3297,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,19,a,b,Learner 3585,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,15,a,b,Learner 4225,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,27,a,b,Learner 4410,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,25,a,b,Learner 4612,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,12,a,b,Learner 5512,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,1,a,b,Learner 5721,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,5,a,b,Learner 5995,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,11,a,b,Learner 6421,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,22,a,b,Learner 6762,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,24,a,b,Learner 7436,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,30,a,b,Learner 7485,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,28,a,b,Learner 7710,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,7,a,b,Learner 7899,0,0,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,13,a,b,Learner 3699,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,20,a,b,Learner 4876,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,26,a,b,Learner 6161,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,8,a,b,Learner 6814,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,6,a,b,Learner 6891,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,21,a,b,Learner 7525,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,17,a,b,Learner 8108,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,2,a,b,Learner 8174,1,1,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,23,a,b,Learner 1104,2,2,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,18,a,b,Learner 1360,2,2,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,4,a,b,Learner 434,2,2,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,9,a,b,Learner 6544,2,2,3/12/25,Initial
3/12/25,Ta 122,,Gqeberha,School 161,3,a,b,Learner 8261,12,12,3/12/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,13,a,b,Learner 1050,0,0,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,5,a,b,Learner 6004,0,0,3/17/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,11,a,b,Learner 6005,0,0,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,10,a,b,Learner 7818,0,0,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,2,a,b,Learner 1048,1,1,3/17/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,14,a,b,Learner 3487,1,1,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,3,a,b,Learner 7118,1,1,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,4,a,b,Learner 3489,2,2,3/17/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,6,a,b,Learner 3771,2,2,3/13/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,1,a,b,Learner 4887,2,2,3/13/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,15,a,b,Learner 7116,3,3,3/13/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,2,a,b,Learner 6023,4,4,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,6,a,b,Learner 3776,5,5,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,13,a,b,Learner 5044,6,6,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,7,a,b,Learner 1638,7,7,3/17/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,8,a,b,Learner 2939,7,7,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,9,a,b,Learner 2961,7,7,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,16,a,b,Learner 3741,8,8,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,14,a,b,Learner 6024,8,8,3/17/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,5,a,b,Learner 7101,8,8,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,11,a,b,Learner 7096,11,11,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,8,a,b,Learner 3065,13,13,3/17/25,Initial
3/18/25,Ta 19,,Port Elizabeth,School 162,1,a,b,Learner 708,15,15,3/18/25,Initial
3/13/25,Ta 117,,Port Elizabeth,School 162,4,a,b,Learner 1998,20,20,3/13/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,1,a,b,Learner 7827,20,20,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,12,a,b,Learner 1995,23,23,3/17/25,Initial
3/17/25,Ta 118,,Gqeberha,School 162,15,a,b,Learner 4900,,,3/17/25,Initial
